               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.028799,            0.012671,                   0,              0.9996,                   1,               0.995,             0.55049,            0.027005,           0.0088765,                   0,           0.0060647,           0.0060647,           0.0060647
                 161,            0.039755,            0.016033,                   0,              0.9996,                   1,               0.995,             0.55049,            0.027005,           0.0088765,                   0,             0.00604,             0.00604,             0.00604
                 162,            0.039627,            0.011885,                   0,              0.9996,                   1,               0.995,             0.55049,            0.027005,           0.0088765,                   0,           0.0060152,           0.0060152,           0.0060152
                 163,            0.036362,            0.014697,                   0,                   1,             0.99985,               0.995,             0.75308,            0.017148,           0.0082535,                   0,           0.0059905,           0.0059905,           0.0059905
                 164,             0.03989,           0.0099766,                   0,                   1,             0.99985,               0.995,             0.75308,            0.017148,           0.0082535,                   0,           0.0059658,           0.0059658,           0.0059658
                 165,            0.041047,            0.013916,                   0,                   1,             0.99985,               0.995,             0.75308,            0.017148,           0.0082535,                   0,            0.005941,            0.005941,            0.005941
                 166,            0.031636,           0.0095143,                   0,             0.99991,                   1,               0.995,             0.77231,            0.014755,           0.0081032,                   0,           0.0059163,           0.0059163,           0.0059163
                 167,            0.030201,             0.01373,                   0,             0.99991,                   1,               0.995,             0.77231,            0.014755,           0.0081032,                   0,           0.0058915,           0.0058915,           0.0058915
                 168,            0.032194,            0.012435,                   0,             0.99996,                   1,               0.995,             0.57476,            0.021457,           0.0082366,                   0,           0.0058668,           0.0058668,           0.0058668
                 169,            0.035151,            0.010273,                   0,             0.99996,                   1,               0.995,             0.57476,            0.021457,           0.0082366,                   0,            0.005842,            0.005842,            0.005842
                 170,             0.02985,            0.011172,                   0,             0.99996,                   1,               0.995,             0.57476,            0.021457,           0.0082366,                   0,           0.0058173,           0.0058173,           0.0058173
                 171,             0.02824,            0.011982,                   0,             0.99997,                   1,               0.995,             0.73901,            0.014527,           0.0078243,                   0,           0.0057925,           0.0057925,           0.0057925
                 172,             0.03051,            0.015196,                   0,             0.99997,                   1,               0.995,             0.73901,            0.014527,           0.0078243,                   0,           0.0057678,           0.0057678,           0.0057678
                 173,             0.03394,            0.012003,                   0,             0.99997,                   1,               0.995,             0.73901,            0.014527,           0.0078243,                   0,            0.005743,            0.005743,            0.005743
                 174,            0.027038,            0.011095,                   0,             0.99988,                   1,               0.995,             0.73732,            0.013622,           0.0079206,                   0,           0.0057183,           0.0057183,           0.0057183
                 175,            0.032492,            0.010918,                   0,             0.99988,                   1,               0.995,             0.73732,            0.013622,           0.0079206,                   0,           0.0056935,           0.0056935,           0.0056935
                 176,            0.031358,            0.011882,                   0,             0.94977,                   1,                0.99,             0.71264,            0.020667,           0.0079281,                   0,           0.0056688,           0.0056688,           0.0056688
                 177,             0.02916,            0.011441,                   0,             0.94977,                   1,                0.99,             0.71264,            0.020667,           0.0079281,                   0,            0.005644,            0.005644,            0.005644
                 178,            0.034022,           0.0089942,                   0,             0.94977,                   1,                0.99,             0.71264,            0.020667,           0.0079281,                   0,           0.0056193,           0.0056193,           0.0056193
                 179,            0.026773,            0.011353,                   0,              0.9997,                   1,               0.995,             0.71016,            0.018266,           0.0076907,                   0,           0.0055945,           0.0055945,           0.0055945
                 180,            0.026741,            0.010586,                   0,              0.9997,                   1,               0.995,             0.71016,            0.018266,           0.0076907,                   0,           0.0055698,           0.0055698,           0.0055698
                 181,            0.034067,            0.010449,                   0,              0.9997,                   1,               0.995,             0.71016,            0.018266,           0.0076907,                   0,            0.005545,            0.005545,            0.005545
                 182,            0.030922,            0.014638,                   0,             0.99991,                   1,               0.995,              0.8097,            0.013826,           0.0076896,                   0,           0.0055202,           0.0055202,           0.0055202
                 183,            0.028103,            0.010034,                   0,             0.99991,                   1,               0.995,              0.8097,            0.013826,           0.0076896,                   0,           0.0054955,           0.0054955,           0.0054955
                 184,            0.028591,            0.010933,                   0,             0.99998,                   1,               0.995,             0.60163,            0.021285,           0.0078734,                   0,           0.0054707,           0.0054707,           0.0054707
                 185,            0.034941,            0.012013,                   0,             0.99998,                   1,               0.995,             0.60163,            0.021285,           0.0078734,                   0,            0.005446,            0.005446,            0.005446
                 186,            0.036301,            0.013801,                   0,             0.99998,                   1,               0.995,             0.60163,            0.021285,           0.0078734,                   0,           0.0054212,           0.0054212,           0.0054212
                 187,            0.025407,           0.0090108,                   0,             0.99995,                   1,               0.995,              0.8078,            0.015475,           0.0075934,                   0,           0.0053965,           0.0053965,           0.0053965
                 188,            0.028518,             0.01308,                   0,             0.99995,                   1,               0.995,              0.8078,            0.015475,           0.0075934,                   0,           0.0053717,           0.0053717,           0.0053717
                 189,            0.032824,             0.01355,                   0,             0.99995,                   1,               0.995,              0.8078,            0.015475,           0.0075934,                   0,            0.005347,            0.005347,            0.005347
                 190,            0.028448,            0.011484,                   0,             0.99999,                   1,               0.995,             0.79801,            0.015126,           0.0075089,                   0,           0.0053223,           0.0053223,           0.0053223
                 191,            0.027737,            0.012694,                   0,             0.99999,                   1,               0.995,             0.79801,            0.015126,           0.0075089,                   0,           0.0052975,           0.0052975,           0.0052975
                 192,            0.036614,            0.013314,                   0,                   1,             0.99998,               0.995,             0.81008,            0.013459,           0.0073278,                   0,           0.0052727,           0.0052727,           0.0052727
                 193,            0.035555,            0.011829,                   0,                   1,             0.99998,               0.995,             0.81008,            0.013459,           0.0073278,                   0,            0.005248,            0.005248,            0.005248
                 194,            0.042282,             0.01108,                   0,                   1,             0.99998,               0.995,             0.81008,            0.013459,           0.0073278,                   0,           0.0052233,           0.0052233,           0.0052233
                 195,            0.039706,            0.014287,                   0,             0.99993,                   1,               0.995,             0.77308,            0.015143,           0.0073744,                   0,           0.0051985,           0.0051985,           0.0051985
                 196,             0.03703,             0.01493,                   0,             0.99993,                   1,               0.995,             0.77308,            0.015143,           0.0073744,                   0,           0.0051737,           0.0051737,           0.0051737
                 197,            0.035619,            0.011161,                   0,             0.99993,                   1,               0.995,             0.77308,            0.015143,           0.0073744,                   0,            0.005149,            0.005149,            0.005149
                 198,            0.031995,            0.012762,                   0,             0.99997,                   1,               0.995,              0.7662,            0.014187,           0.0075918,                   0,           0.0051243,           0.0051243,           0.0051243
                 199,            0.030085,            0.011727,                   0,             0.99997,                   1,               0.995,              0.7662,            0.014187,           0.0075918,                   0,           0.0050995,           0.0050995,           0.0050995
                 200,            0.031392,            0.017117,                   0,             0.86354,             0.99923,             0.95166,             0.66851,            0.018758,           0.0076621,                   0,           0.0050747,           0.0050747,           0.0050747
                 201,            0.035856,            0.010517,                   0,             0.86354,             0.99923,             0.95166,             0.66851,            0.018758,           0.0076621,                   0,             0.00505,             0.00505,             0.00505
                 202,            0.029351,            0.012142,                   0,             0.86354,             0.99923,             0.95166,             0.66851,            0.018758,           0.0076621,                   0,           0.0050253,           0.0050253,           0.0050253
                 203,            0.035355,            0.014231,                   0,             0.99993,                   1,               0.995,             0.76498,             0.01562,           0.0073441,                   0,           0.0050005,           0.0050005,           0.0050005
                 204,            0.028548,           0.0094813,                   0,             0.99993,                   1,               0.995,             0.76498,             0.01562,           0.0073441,                   0,           0.0049758,           0.0049758,           0.0049758
                 205,            0.034066,            0.012103,                   0,             0.99993,                   1,               0.995,             0.76498,             0.01562,           0.0073441,                   0,            0.004951,            0.004951,            0.004951
                 206,            0.030354,            0.012268,                   0,             0.99997,                   1,               0.995,             0.75208,            0.014034,           0.0072935,                   0,           0.0049263,           0.0049263,           0.0049263
                 207,            0.029549,           0.0096428,                   0,             0.99997,                   1,               0.995,             0.75208,            0.014034,           0.0072935,                   0,           0.0049015,           0.0049015,           0.0049015
                 208,             0.02905,            0.012895,                   0,             0.99995,                   1,               0.995,             0.75151,            0.015932,           0.0074772,                   0,           0.0048768,           0.0048768,           0.0048768
                 209,            0.029599,             0.01004,                   0,             0.99995,                   1,               0.995,             0.75151,            0.015932,           0.0074772,                   0,            0.004852,            0.004852,            0.004852
                 210,            0.029617,            0.011611,                   0,             0.99995,                   1,               0.995,             0.75151,            0.015932,           0.0074772,                   0,           0.0048272,           0.0048272,           0.0048272
                 211,            0.028203,            0.012322,                   0,             0.99993,                   1,               0.995,             0.77467,            0.012932,           0.0073008,                   0,           0.0048025,           0.0048025,           0.0048025
                 212,            0.030122,            0.012268,                   0,             0.99993,                   1,               0.995,             0.77467,            0.012932,           0.0073008,                   0,           0.0047778,           0.0047778,           0.0047778
                 213,            0.033016,            0.013971,                   0,             0.99993,                   1,               0.995,             0.77467,            0.012932,           0.0073008,                   0,            0.004753,            0.004753,            0.004753
                 214,            0.026222,            0.012079,                   0,                   1,             0.99996,               0.995,             0.76511,            0.012631,           0.0071464,                   0,           0.0047283,           0.0047283,           0.0047283
                 215,            0.023188,            0.010074,                   0,                   1,             0.99996,               0.995,             0.76511,            0.012631,           0.0071464,                   0,           0.0047035,           0.0047035,           0.0047035
                 216,            0.023243,           0.0084307,                   0,             0.99981,                   1,               0.995,             0.71657,            0.014923,           0.0069874,                   0,           0.0046788,           0.0046788,           0.0046788
                 217,             0.03047,            0.011476,                   0,             0.99981,                   1,               0.995,             0.71657,            0.014923,           0.0069874,                   0,            0.004654,            0.004654,            0.004654
                 218,            0.028964,            0.012239,                   0,             0.99981,                   1,               0.995,             0.71657,            0.014923,           0.0069874,                   0,           0.0046293,           0.0046293,           0.0046293
                 219,            0.026132,            0.012227,                   0,             0.99998,                   1,               0.995,             0.80502,            0.011922,           0.0068089,                   0,           0.0046045,           0.0046045,           0.0046045
                 220,            0.029315,            0.010732,                   0,             0.99998,                   1,               0.995,             0.80502,            0.011922,           0.0068089,                   0,           0.0045798,           0.0045798,           0.0045798
                 221,            0.023628,            0.010401,                   0,             0.99998,                   1,               0.995,             0.80502,            0.011922,           0.0068089,                   0,            0.004555,            0.004555,            0.004555
                 222,            0.023589,             0.01216,                   0,              0.9999,                   1,               0.995,             0.80212,            0.011831,           0.0067144,                   0,           0.0045303,           0.0045303,           0.0045303
                 223,            0.031238,            0.010859,                   0,              0.9999,                   1,               0.995,             0.80212,            0.011831,           0.0067144,                   0,           0.0045055,           0.0045055,           0.0045055
                 224,            0.019759,           0.0093915,                   0,             0.99969,                   1,               0.995,             0.75906,             0.01446,           0.0068048,                   0,           0.0044808,           0.0044808,           0.0044808
                 225,            0.025068,            0.011348,                   0,             0.99969,                   1,               0.995,             0.75906,             0.01446,           0.0068048,                   0,            0.004456,            0.004456,            0.004456
                 226,            0.033748,            0.010463,                   0,             0.99969,                   1,               0.995,             0.75906,             0.01446,           0.0068048,                   0,           0.0044313,           0.0044313,           0.0044313
                 227,            0.024679,            0.010528,                   0,             0.99988,                   1,               0.995,             0.77257,            0.011966,           0.0067459,                   0,           0.0044065,           0.0044065,           0.0044065
                 228,            0.024671,            0.012042,                   0,             0.99988,                   1,               0.995,             0.77257,            0.011966,           0.0067459,                   0,           0.0043818,           0.0043818,           0.0043818
                 229,            0.021875,            0.010552,                   0,             0.99988,                   1,               0.995,             0.77257,            0.011966,           0.0067459,                   0,            0.004357,            0.004357,            0.004357
                 230,            0.026132,            0.011129,                   0,                   1,                   1,               0.995,             0.82484,            0.011817,           0.0068555,                   0,           0.0043323,           0.0043323,           0.0043323
                 231,            0.021105,            0.010831,                   0,                   1,                   1,               0.995,             0.82484,            0.011817,           0.0068555,                   0,           0.0043075,           0.0043075,           0.0043075
                 232,            0.024153,            0.010983,                   0,              0.9999,                   1,               0.995,             0.78884,            0.011738,           0.0066736,                   0,           0.0042828,           0.0042828,           0.0042828
                 233,            0.022657,            0.010163,                   0,              0.9999,                   1,               0.995,             0.78884,            0.011738,           0.0066736,                   0,            0.004258,            0.004258,            0.004258
                 234,            0.025591,             0.01079,                   0,              0.9999,                   1,               0.995,             0.78884,            0.011738,           0.0066736,                   0,           0.0042333,           0.0042333,           0.0042333
                 235,            0.024301,            0.013307,                   0,             0.99988,                   1,               0.995,             0.81254,            0.011422,           0.0065162,                   0,           0.0042085,           0.0042085,           0.0042085
                 236,            0.026277,            0.010575,                   0,             0.99988,                   1,               0.995,             0.81254,            0.011422,           0.0065162,                   0,           0.0041837,           0.0041837,           0.0041837
                 237,            0.027003,            0.011604,                   0,             0.99988,                   1,               0.995,             0.81254,            0.011422,           0.0065162,                   0,            0.004159,            0.004159,            0.004159
                 238,            0.027324,           0.0085785,                   0,             0.99996,                   1,               0.995,             0.77957,            0.013816,            0.006695,                   0,           0.0041342,           0.0041342,           0.0041342
                 239,            0.028305,            0.011482,                   0,             0.99996,                   1,               0.995,             0.77957,            0.013816,            0.006695,                   0,           0.0041095,           0.0041095,           0.0041095
                 240,            0.024677,            0.012162,                   0,             0.99993,                   1,               0.995,               0.814,             0.01157,           0.0065636,                   0,           0.0040847,           0.0040847,           0.0040847
                 241,            0.023467,             0.01193,                   0,             0.99993,                   1,               0.995,               0.814,             0.01157,           0.0065636,                   0,             0.00406,             0.00406,             0.00406
                 242,            0.019383,           0.0077108,                   0,             0.99993,                   1,               0.995,               0.814,             0.01157,           0.0065636,                   0,           0.0040352,           0.0040352,           0.0040352
                 243,            0.033812,            0.012614,                   0,             0.99988,                   1,               0.995,             0.72526,            0.017585,           0.0068543,                   0,           0.0040105,           0.0040105,           0.0040105
                 244,            0.026992,            0.010344,                   0,             0.99988,                   1,               0.995,             0.72526,            0.017585,           0.0068543,                   0,           0.0039857,           0.0039857,           0.0039857
                 245,            0.030757,            0.013046,                   0,             0.99988,                   1,               0.995,             0.72526,            0.017585,           0.0068543,                   0,            0.003961,            0.003961,            0.003961
                 246,            0.024793,            0.013674,                   0,             0.99991,                   1,               0.995,             0.74159,            0.015187,           0.0067729,                   0,           0.0039362,           0.0039362,           0.0039362
                 247,            0.022997,            0.010128,                   0,             0.99991,                   1,               0.995,             0.74159,            0.015187,           0.0067729,                   0,           0.0039115,           0.0039115,           0.0039115
                 248,            0.029766,            0.010299,                   0,             0.99981,                   1,               0.995,             0.76961,            0.012508,           0.0068598,                   0,           0.0038867,           0.0038867,           0.0038867
                 249,            0.029514,            0.010057,                   0,             0.99981,                   1,               0.995,             0.76961,            0.012508,           0.0068598,                   0,            0.003862,            0.003862,            0.003862
                 250,            0.031047,           0.0090473,                   0,             0.99981,                   1,               0.995,             0.76961,            0.012508,           0.0068598,                   0,           0.0038372,           0.0038372,           0.0038372
                 251,            0.021363,           0.0097677,                   0,             0.99995,                   1,               0.995,             0.83105,            0.012045,           0.0067939,                   0,           0.0038125,           0.0038125,           0.0038125
                 252,            0.021063,           0.0093982,                   0,             0.99995,                   1,               0.995,             0.83105,            0.012045,           0.0067939,                   0,           0.0037878,           0.0037878,           0.0037878
                 253,            0.023564,            0.011439,                   0,             0.99995,                   1,               0.995,             0.83105,            0.012045,           0.0067939,                   0,            0.003763,            0.003763,            0.003763
                 254,            0.025336,            0.010465,                   0,             0.99992,                   1,               0.995,             0.81901,            0.011807,           0.0067457,                   0,           0.0037383,           0.0037383,           0.0037383
                 255,             0.01571,           0.0070006,                   0,             0.99992,                   1,               0.995,             0.81901,            0.011807,           0.0067457,                   0,           0.0037135,           0.0037135,           0.0037135
                 256,            0.023725,           0.0093723,                   0,             0.99999,                   1,               0.995,             0.84431,            0.012714,           0.0069183,                   0,           0.0036888,           0.0036888,           0.0036888
                 257,            0.023961,           0.0091951,                   0,             0.99999,                   1,               0.995,             0.84431,            0.012714,           0.0069183,                   0,            0.003664,            0.003664,            0.003664
                 258,            0.023854,            0.010836,                   0,             0.99999,                   1,               0.995,             0.84431,            0.012714,           0.0069183,                   0,           0.0036393,           0.0036393,           0.0036393
                 259,            0.029723,           0.0092713,                   0,                   1,                   1,               0.995,             0.84283,            0.010804,           0.0068644,                   0,           0.0036145,           0.0036145,           0.0036145
                 260,            0.021768,            0.012456,                   0,                   1,                   1,               0.995,             0.84283,            0.010804,           0.0068644,                   0,           0.0035898,           0.0035898,           0.0035898
                 261,            0.025383,            0.010304,                   0,                   1,                   1,               0.995,             0.84283,            0.010804,           0.0068644,                   0,            0.003565,            0.003565,            0.003565
                 262,            0.023769,           0.0089387,                   0,             0.99999,                   1,               0.995,             0.82867,            0.011731,           0.0066222,                   0,           0.0035403,           0.0035403,           0.0035403
                 263,            0.026266,             0.01275,                   0,             0.99999,                   1,               0.995,             0.82867,            0.011731,           0.0066222,                   0,           0.0035155,           0.0035155,           0.0035155
                 264,            0.024004,           0.0072127,                   0,             0.99997,                   1,               0.995,             0.75819,            0.016736,           0.0069773,                   0,           0.0034908,           0.0034908,           0.0034908
                 265,            0.031134,            0.014881,                   0,             0.99997,                   1,               0.995,             0.75819,            0.016736,           0.0069773,                   0,            0.003466,            0.003466,            0.003466
                 266,            0.022701,           0.0087975,                   0,             0.99997,                   1,               0.995,             0.75819,            0.016736,           0.0069773,                   0,           0.0034413,           0.0034413,           0.0034413
                 267,            0.024874,           0.0099278,                   0,                   1,                   1,               0.995,             0.82601,            0.011342,           0.0067756,                   0,           0.0034165,           0.0034165,           0.0034165
                 268,            0.022445,           0.0097509,                   0,                   1,                   1,               0.995,             0.82601,            0.011342,           0.0067756,                   0,           0.0033918,           0.0033918,           0.0033918
                 269,            0.021026,           0.0092927,                   0,                   1,                   1,               0.995,             0.82601,            0.011342,           0.0067756,                   0,            0.003367,            0.003367,            0.003367
                 270,            0.020587,           0.0073035,                   0,             0.99998,                   1,               0.995,             0.82953,            0.010691,           0.0068796,                   0,           0.0033423,           0.0033423,           0.0033423
                 271,            0.028921,            0.010135,                   0,             0.99998,                   1,               0.995,             0.82953,            0.010691,           0.0068796,                   0,           0.0033175,           0.0033175,           0.0033175
                 272,            0.026789,            0.013804,                   0,             0.99992,                   1,               0.995,             0.82069,            0.011248,           0.0065628,                   0,           0.0032928,           0.0032928,           0.0032928
                 273,            0.025738,            0.010635,                   0,             0.99992,                   1,               0.995,             0.82069,            0.011248,           0.0065628,                   0,            0.003268,            0.003268,            0.003268
                 274,            0.021059,            0.011926,                   0,             0.99992,                   1,               0.995,             0.82069,            0.011248,           0.0065628,                   0,           0.0032433,           0.0032433,           0.0032433
                 275,            0.023124,            0.011573,                   0,             0.99997,                   1,               0.995,             0.84385,            0.010182,           0.0064388,                   0,           0.0032185,           0.0032185,           0.0032185
                 276,            0.020499,            0.011704,                   0,             0.99997,                   1,               0.995,             0.84385,            0.010182,           0.0064388,                   0,           0.0031938,           0.0031938,           0.0031938
                 277,            0.020082,           0.0083919,                   0,             0.99997,                   1,               0.995,             0.84385,            0.010182,           0.0064388,                   0,            0.003169,            0.003169,            0.003169
                 278,             0.02373,           0.0095706,                   0,             0.99996,                   1,               0.995,             0.80669,            0.011167,           0.0064111,                   0,           0.0031443,           0.0031443,           0.0031443
                 279,            0.017034,           0.0069232,                   0,             0.99996,                   1,               0.995,             0.80669,            0.011167,           0.0064111,                   0,           0.0031195,           0.0031195,           0.0031195
                 280,            0.014799,           0.0063911,                   0,             0.99998,                   1,               0.995,             0.78363,            0.013841,           0.0066492,                   0,           0.0030948,           0.0030948,           0.0030948
                 281,            0.026457,             0.01058,                   0,             0.99998,                   1,               0.995,             0.78363,            0.013841,           0.0066492,                   0,             0.00307,             0.00307,             0.00307
                 282,            0.022838,            0.011635,                   0,             0.99998,                   1,               0.995,             0.78363,            0.013841,           0.0066492,                   0,           0.0030452,           0.0030452,           0.0030452
                 283,            0.023959,            0.011331,                   0,             0.99996,                   1,               0.995,             0.80051,            0.010505,           0.0062772,                   0,           0.0030205,           0.0030205,           0.0030205
                 284,            0.022432,             0.01016,                   0,             0.99996,                   1,               0.995,             0.80051,            0.010505,           0.0062772,                   0,           0.0029957,           0.0029957,           0.0029957
                 285,            0.022613,           0.0096032,                   0,             0.99996,                   1,               0.995,             0.80051,            0.010505,           0.0062772,                   0,            0.002971,            0.002971,            0.002971
                 286,            0.019532,            0.012684,                   0,             0.99996,                   1,               0.995,             0.78792,            0.010616,           0.0062562,                   0,           0.0029462,           0.0029462,           0.0029462
                 287,            0.023984,           0.0096508,                   0,             0.99996,                   1,               0.995,             0.78792,            0.010616,           0.0062562,                   0,           0.0029215,           0.0029215,           0.0029215
                 288,            0.020219,              0.0118,                   0,             0.99994,                   1,               0.995,              0.8164,            0.011621,           0.0061716,                   0,           0.0028967,           0.0028967,           0.0028967
                 289,             0.02433,            0.013145,                   0,             0.99994,                   1,               0.995,              0.8164,            0.011621,           0.0061716,                   0,            0.002872,            0.002872,            0.002872
                 290,            0.023239,            0.010435,                   0,             0.99994,                   1,               0.995,              0.8164,            0.011621,           0.0061716,                   0,           0.0028472,           0.0028472,           0.0028472
                 291,            0.019956,           0.0084469,                   0,             0.99993,                   1,               0.995,             0.82429,            0.010206,           0.0061802,                   0,           0.0028225,           0.0028225,           0.0028225
                 292,            0.017638,            0.009635,                   0,             0.99993,                   1,               0.995,             0.82429,            0.010206,           0.0061802,                   0,           0.0027977,           0.0027977,           0.0027977
                 293,            0.028988,           0.0099327,                   0,             0.99993,                   1,               0.995,             0.82429,            0.010206,           0.0061802,                   0,            0.002773,            0.002773,            0.002773
                 294,            0.026245,            0.011284,                   0,             0.99998,                   1,               0.995,             0.82662,           0.0097516,           0.0061318,                   0,           0.0027482,           0.0027482,           0.0027482
                 295,            0.018588,           0.0096152,                   0,             0.99998,                   1,               0.995,             0.82662,           0.0097516,           0.0061318,                   0,           0.0027235,           0.0027235,           0.0027235
                 296,            0.022098,            0.009748,                   0,             0.99996,                   1,               0.995,             0.80904,              0.0108,           0.0062006,                   0,           0.0026987,           0.0026987,           0.0026987
                 297,            0.027688,            0.012985,                   0,             0.99996,                   1,               0.995,             0.80904,              0.0108,           0.0062006,                   0,            0.002674,            0.002674,            0.002674
                 298,            0.020437,           0.0087208,                   0,             0.99996,                   1,               0.995,             0.80904,              0.0108,           0.0062006,                   0,           0.0026492,           0.0026492,           0.0026492
                 299,             0.02156,           0.0093835,                   0,             0.99996,                   1,               0.995,             0.82653,           0.0096816,            0.006073,                   0,           0.0026245,           0.0026245,           0.0026245
                 300,            0.023771,            0.010743,                   0,             0.99996,                   1,               0.995,             0.82653,           0.0096816,            0.006073,                   0,           0.0025997,           0.0025997,           0.0025997
                 301,            0.023301,           0.0079489,                   0,             0.99996,                   1,               0.995,             0.82653,           0.0096816,            0.006073,                   0,            0.002575,            0.002575,            0.002575
                 302,            0.019161,            0.010468,                   0,             0.99995,                   1,               0.995,             0.83613,           0.0095603,           0.0060595,                   0,           0.0025503,           0.0025503,           0.0025503
                 303,            0.024374,            0.011062,                   0,             0.99995,                   1,               0.995,             0.83613,           0.0095603,           0.0060595,                   0,           0.0025255,           0.0025255,           0.0025255
                 304,            0.018054,            0.010459,                   0,             0.99993,                   1,               0.995,             0.83497,            0.010052,           0.0059377,                   0,           0.0025008,           0.0025008,           0.0025008
                 305,            0.018391,            0.009374,                   0,             0.99993,                   1,               0.995,             0.83497,            0.010052,           0.0059377,                   0,            0.002476,            0.002476,            0.002476
                 306,            0.025006,            0.010544,                   0,             0.99993,                   1,               0.995,             0.83497,            0.010052,           0.0059377,                   0,           0.0024513,           0.0024513,           0.0024513
                 307,            0.018033,            0.007526,                   0,                   1,             0.99994,               0.995,             0.83427,           0.0094555,           0.0058262,                   0,           0.0024265,           0.0024265,           0.0024265
                 308,            0.021722,            0.008863,                   0,                   1,             0.99994,               0.995,             0.83427,           0.0094555,           0.0058262,                   0,           0.0024018,           0.0024018,           0.0024018
                 309,             0.01941,            0.012247,                   0,                   1,             0.99994,               0.995,             0.83427,           0.0094555,           0.0058262,                   0,            0.002377,            0.002377,            0.002377
                 310,            0.024696,           0.0087635,                   0,             0.99994,                   1,               0.995,             0.82563,            0.010324,           0.0059272,                   0,           0.0023523,           0.0023523,           0.0023523
                 311,            0.020627,            0.012677,                   0,             0.99994,                   1,               0.995,             0.82563,            0.010324,           0.0059272,                   0,           0.0023275,           0.0023275,           0.0023275
                 312,            0.017235,            0.008864,                   0,             0.99995,                   1,               0.995,             0.85137,           0.0095608,           0.0060814,                   0,           0.0023028,           0.0023028,           0.0023028
                 313,            0.022968,           0.0077406,                   0,             0.99995,                   1,               0.995,             0.85137,           0.0095608,           0.0060814,                   0,            0.002278,            0.002278,            0.002278
                 314,            0.020864,           0.0080653,                   0,             0.99995,                   1,               0.995,             0.85137,           0.0095608,           0.0060814,                   0,           0.0022533,           0.0022533,           0.0022533
                 315,            0.029777,            0.011741,                   0,             0.99997,                   1,               0.995,             0.84528,           0.0090686,           0.0060342,                   0,           0.0022285,           0.0022285,           0.0022285
                 316,            0.016696,           0.0081584,                   0,             0.99997,                   1,               0.995,             0.84528,           0.0090686,           0.0060342,                   0,           0.0022038,           0.0022038,           0.0022038
                 317,             0.01721,           0.0099483,                   0,             0.99997,                   1,               0.995,             0.84528,           0.0090686,           0.0060342,                   0,            0.002179,            0.002179,            0.002179
                 318,            0.018901,           0.0089573,                   0,                   1,                   1,               0.995,             0.82278,           0.0096734,           0.0061016,                   0,           0.0021543,           0.0021543,           0.0021543
                 319,            0.016957,           0.0087027,                   0,                   1,                   1,               0.995,             0.82278,           0.0096734,           0.0061016,                   0,           0.0021295,           0.0021295,           0.0021295
                 320,            0.018149,            0.010766,                   0,                   1,                   1,               0.995,             0.85987,           0.0092119,           0.0060407,                   0,           0.0021048,           0.0021048,           0.0021048
                 321,            0.021079,           0.0093685,                   0,                   1,                   1,               0.995,             0.85987,           0.0092119,           0.0060407,                   0,             0.00208,             0.00208,             0.00208
                 322,            0.022646,           0.0091622,                   0,                   1,                   1,               0.995,             0.85987,           0.0092119,           0.0060407,                   0,           0.0020553,           0.0020553,           0.0020553
                 323,            0.022434,           0.0093078,                   0,                   1,                   1,               0.995,             0.84656,           0.0091079,           0.0060315,                   0,           0.0020305,           0.0020305,           0.0020305
                 324,            0.021061,            0.009389,                   0,                   1,                   1,               0.995,             0.84656,           0.0091079,           0.0060315,                   0,           0.0020058,           0.0020058,           0.0020058
                 325,            0.016644,           0.0087702,                   0,                   1,                   1,               0.995,             0.84656,           0.0091079,           0.0060315,                   0,            0.001981,            0.001981,            0.001981
                 326,            0.019007,           0.0076814,                   0,             0.99997,                   1,               0.995,             0.84963,           0.0098894,            0.006154,                   0,           0.0019563,           0.0019563,           0.0019563
                 327,            0.017056,           0.0082847,                   0,             0.99997,                   1,               0.995,             0.84963,           0.0098894,            0.006154,                   0,           0.0019315,           0.0019315,           0.0019315
                 328,            0.019303,           0.0088451,                   0,             0.99998,                   1,               0.995,             0.86326,           0.0099318,           0.0062545,                   0,           0.0019068,           0.0019068,           0.0019068
                 329,            0.021778,           0.0094461,                   0,             0.99998,                   1,               0.995,             0.86326,           0.0099318,           0.0062545,                   0,            0.001882,            0.001882,            0.001882
                 330,            0.022795,            0.011042,                   0,             0.99998,                   1,               0.995,             0.86326,           0.0099318,           0.0062545,                   0,           0.0018572,           0.0018572,           0.0018572
                 331,            0.020917,            0.010789,                   0,             0.99996,                   1,               0.995,             0.88052,           0.0091624,           0.0062193,                   0,           0.0018325,           0.0018325,           0.0018325
                 332,            0.020238,           0.0091703,                   0,             0.99996,                   1,               0.995,             0.88052,           0.0091624,           0.0062193,                   0,           0.0018077,           0.0018077,           0.0018077
                 333,            0.020056,             0.00767,                   0,             0.99996,                   1,               0.995,             0.88052,           0.0091624,           0.0062193,                   0,            0.001783,            0.001783,            0.001783
                 334,            0.018991,             0.01112,                   0,             0.99994,                   1,               0.995,             0.86533,           0.0092742,           0.0062392,                   0,           0.0017582,           0.0017582,           0.0017582
                 335,            0.017042,            0.011519,                   0,             0.99994,                   1,               0.995,             0.86533,           0.0092742,           0.0062392,                   0,           0.0017335,           0.0017335,           0.0017335
